num,site_name,site_code,forest_age,distance,species,status,survival04,survival05,survival06,initial_ht,ht_spring06,final_ht06,herbivory04,herbivory05,herbivory06,diameter06,num_leaves,stem_biomass,leaf_biomass,tot_biomass
501,BB,BB,young,10,H,e,1,1,1,15.5,44.2,,0,0,1,,,,,
502,BB,BB,young,10,P,e,1,1,1,17.5,55.5,41.9,1,0,0,3.93,81,1.581,1.397,2.978
503,BB,BB,young,10,D,n,0,0,0,7.0,,55.7,,,,3.49,155,1.564,0.987,2.551
504,BB,BB,young,20,D,n,1,1,1,8.5,15.8,,1,,0,,,,,
505,BB,BB,young,20,S,n,1,1,1,13.0,25.1,16.7,1,2,4,1.91,15,0.273,0.169,0.442
506,BB,BB,young,20,R,n,0,0,0,17.0,,25.4,,,,2.44,0,0.331,0,0.331
507,BB,BB,young,20,D,n,0,0,0,6.0,,,,,,,,,,
508,BB,BB,young,20,R,n,1,1,1,23.0,30.5,,,1,1,,,,,
509,BB,BB,young,20,S,n,1,1,1,14.5,27.0,29.5,3,1,3,3.32,3,0.563,0.177,0.74
510,BB,BB,young,20,A,e,1,1,1,10.5,44.7,26.9,1,1,2,2.17,7,0.36,0.091,0.451
511,BB,BB,young,20,H,e,1,1,1,7.0,32.1,47.2,0,0,0,3.35,13,0.982,0.212,1.194
512,BB,BB,young,20,H,e,1,1,1,12.0,44.0,31.3,0,0,0,2.76,43,1.128,0.235,1.363
513,BB,BB,young,20,P,e,1,1,1,18.0,95.1,44.8,0,0,1,3.95,53,1.535,0.683,2.218
514,BB,BB,young,20,P,e,1,1,1,17.5,49.0,78.0,1,0,0,5.37,268,4.914,1.673,6.587
515,BB,BB,young,20,A,e,0,0,0,6.0,,51.1,,,,3.34,102,1.349,0.617,1.966
516,BB,BB,young,20,A,e,1,0,0,7.5,,,5,,,,,,,
517,BB,BB,young,20,A,e,0,0,0,8.0,,,,,,,,,,
518,BB,BB,young,20,P,e,1,1,1,20.0,21.3,,0,0,0,,,,,
519,BB,BB,young,20,S,n,1,1,1,7.5,20.5,20.5,0,1,2,1.80,27,0.394,0.072,0.466
520,BB,BB,young,20,R,n,1,1,1,21.5,12.6,20.4,3,1,,1.68,5,0.219,0.127,0.346
521,BB,BB,young,20,S,n,1,1,1,13.0,29.9,,1,1,3,,,,,
522,BB,BB,young,20,D,n,0,0,0,14.5,,29.7,,,,2.47,17,0.492,0.293,0.785
523,BB,BB,young,20,D,n,0,0,0,7.0,,,,,,,,,,
524,BB,BB,young,20,H,e,1,1,1,19.0,33.2,,1,1,3,,,,,
525,BB,BB,young,20,P,e,1,1,1,21.0,32.8,35.6,1,0,1,3.00,39,0.981,0.251,1.232
526,BB,BB,young,20,R,n,1,1,1,22.0,25.2,34.2,3,2,1,3.39,74,1.038,0.483,1.521
527,BB,BB,young,20,H,e,1,1,1,15.0,51.6,28.0,0,0,1,1.93,6,0.334,0.061,0.395
528,BB,BB,young,40,R,n,1,1,1,21.0,17.0,42.0,,2,1,4.32,48,1.585,0.878,2.463
529,BB,BB,young,40,D,n,1,0,0,10.0,,17.1,5,,,2.10,4,0.194,0.134,0.328
530,BB,BB,young,40,R,n,1,1,1,21.5,36.9,,1,3,1,,,,,
531,BB,BB,young,40,S,n,1,1,1,6.0,11.4,34.5,1,0,1,2.73,5,0.631,0.259,0.89
532,BB,BB,young,40,D,n,0,0,0,9.0,,11.4,,,,1.23,3,0.081,0.054,0.135
533,BB,BB,young,40,S,n,1,1,1,5.0,5.8,,0,0,1,,,,,
534,BB,BB,young,40,A,e,1,0,0,10.5,,7.0,5,,,1.80,7,0.074,0.01,0.084
535,BB,BB,young,40,A,e,1,0,0,11.5,,,0,,,,,,,
536,BB,BB,young,40,P,e,1,0,0,7.0,,,0,,,,,,,
537,BB,BB,young,40,H,e,1,1,1,17.5,45.5,,1,0,1,,,,,
538,BB,BB,young,40,P,e,1,1,1,17.0,17.6,33.2,1,0,0,4.14,42,1.206,0.453,1.659
539,BB,BB,young,40,H,e,1,1,1,7.0,28.9,19.5,0,0,1,1.97,41,0.244,0.155,0.399
540,BB,BB,young,40,P,e,1,1,1,10.0,34.8,24.7,0,0,0,5.15,60,0.827,0.298,1.125
541,BB,BB,young,40,S,n,1,1,1,4.0,11.3,35.1,0,1,,3.00,76,0.802,0.498,1.3
542,BB,BB,young,40,H,e,1,1,1,13.5,38.1,,1,1,0,,,,,
543,BB,BB,young,40,A,e,1,1,1,11.5,23.4,38.8,0,1,1,4.76,103,1.248,0.965,2.213
544,BB,BB,young,40,S,n,1,1,1,5.0,18.2,25.7,1,0,,2.17,9,0.292,0.116,0.408
545,BB,BB,young,40,H,e,1,1,1,18.5,28.1,,0,1,1,,,,,
546,BB,BB,young,40,P,e,1,1,1,14.0,30.8,28.0,0,0,0,5.62,34,0.779,0.408,1.187
547,BB,BB,young,40,R,n,1,0,0,24.0,,31.5,3,,,3.18,87,0.702,0.58,1.282
548,BB,BB,young,40,R,n,0,0,0,21.5,,,,,,,,,,
549,BB,BB,young,40,A,e,1,0,0,8.5,,,0,,,,,,,
550,BB,BB,young,40,D,n,0,0,0,8.5,,,,,,,,,,
551,BB,BB,young,40,D,n,1,1,1,11.5,26.5,,1,0,3,,,,,
552,BB,BB,young,60,R,n,1,1,1,23.0,28.2,29.1,1,1,2,2.70,10,0.599,0.242,0.841
553,BB,BB,young,60,D,n,0,0,0,15.0,,28.1,,,,2.34,7,0.37,0.277,0.647
554,BB,BB,young,60,S,n,1,1,1,8.5,10.5,,1,1,0,,,,,
555,BB,BB,young,60,D,n,0,0,0,17.5,,11.3,,,,1.27,3,0.066,0.039,0.105
556,BB,BB,young,60,R,n,1,1,1,21.0,28.6,,1,2,1,,,,,
557,BB,BB,young,60,S,n,1,0,0,5.0,,26.6,0,,,3.02,5,0.401,0.263,0.664
558,BB,BB,young,60,A,e,1,0,0,4.5,,5.9,5,,,1.55,3,0.026,0.024,0.05
559,BB,BB,young,60,H,e,1,1,1,11.0,12.2,,0,2,0,,,,,
560,BB,BB,young,60,H,e,1,1,1,14.0,16.5,15.3,0,0,1,2.66,18,0.214,0.07,0.284
561,BB,BB,young,60,P,e,1,1,1,11.5,8.2,16.1,1,1,0,1.83,51,0.269,0.224,0.493
562,BB,BB,young,60,P,e,1,1,1,14.0,21.0,8.2,1,0,1,2.10,24,0.15,0.059,0.209
563,BB,BB,young,60,A,e,0,0,0,5.0,,20.0,,,,2.26,42,0.223,0.112,0.335
564,BB,BB,young,60,D,n,1,0,0,9.5,,,4,,,,,,,
565,BB,BB,young,60,A,e,1,0,0,5.0,,,1,,,,,,,
566,BB,BB,young,60,H,e,1,1,1,17.0,36.1,,0,1,0,,,,,
567,BB,BB,young,60,H,e,1,1,1,16.5,27.1,36.3,1,1,0,5.91,45,1.493,0.953,2.446
568,BB,BB,young,60,S,n,1,1,1,22.0,14.3,26.8,1,3,1,2.57,57,0.669,0.756,1.425
569,BB,BB,young,60,P,e,1,1,1,9.0,28.0,16.5,0,0,0,1.83,9,0.169,0.121,0.29
570,BB,BB,young,60,R,n,1,1,1,21.0,31.0,35.0,2,3,4,4.43,118,1.494,0.572,2.066
571,BB,BB,young,60,S,n,1,1,1,13.5,30.8,9.8,1,1,0,3.53,0,0.329,0,0.329
572,BB,BB,young,60,A,e,0,0,0,6.0,,30.8,,,,2.34,18,0.494,0.314,0.808
573,BB,BB,young,60,P,e,1,0,0,8.5,,,1,,,,,,,
574,BB,BB,young,60,R,n,1,1,1,4.0,27.8,,0,1,1,,,,,
575,BB,BB,young,60,D,n,0,0,0,19.0,,28.6,,,,5.00,6,0.662,0.329,0.991
576,Dugdale,DG,young,0,R,n,1,1,1,14.5,23.0,,3,1,3,,,,,
577,Dugdale,DG,young,0,S,n,1,1,1,9.5,23.4,23.5,2,0,1,2.83,4,0.437,0.163,0.6
578,Dugdale,DG,young,0,R,n,1,1,1,25.5,34.3,23.8,1,2,4,2.65,15,0.476,0.336,0.812
579,Dugdale,DG,young,0,D,n,1,1,1,8.0,27.1,33.6,2,3,,2.80,2,0.785,0.151,0.936
580,Dugdale,DG,young,0,D,n,1,1,1,7.5,20.3,,3,3,2,,,,,
581,Dugdale,DG,young,0,S,n,1,1,1,8.5,20.1,24.7,1,0,1,3.19,11,0.631,0.08,0.711
582,Dugdale,DG,young,0,A,e,1,0,0,5.0,,18.7,1,,,2.64,5,0.32,0.139,0.459
583,Dugdale,DG,young,0,H,e,1,1,1,10.0,27.4,,0,0,2,,,,,
584,Dugdale,DG,young,0,H,e,1,1,1,11.5,11.2,27.3,0,1,1,2.59,40,0.791,0.402,1.193
585,Dugdale,DG,young,0,A,e,1,0,0,6.0,,14.4,1,,,2.77,25,0.387,0.176,0.563
586,Dugdale,DG,young,0,P,e,1,1,1,11.0,45.2,,0,1,2,,,,,
587,Dugdale,DG,young,0,P,e,1,1,1,11.0,35.4,49.2,1,1,1,6.91,51,2.332,0.182,2.514
588,Dugdale,DG,young,0,D,n,1,1,1,10.0,15.7,37.9,2,2,,2.79,38,1.186,0.305,1.491
589,Dugdale,DG,young,0,S,n,1,1,1,17.0,22.8,,,3,2,,,,,
590,Dugdale,DG,young,0,R,n,1,1,1,20.5,26.3,21.8,2,3,2,2.28,1,0.319,0.153,0.472
591,Dugdale,DG,young,0,A,e,0,0,0,6.0,,28.8,,,,4.25,2,0.716,0.081,0.797
592,Dugdale,DG,young,0,H,e,1,1,1,10.5,11.4,,0,1,2,,,,,
593,Dugdale,DG,young,0,S,n,1,1,1,13.0,21.5,19.7,,2,2,3.01,27,0.484,0.155,0.639
594,Dugdale,DG,young,0,R,n,1,0,0,19.0,,22.1,2,,,2.44,5,0.313,0.036,0.349
595,Dugdale,DG,young,0,H,e,1,1,1,10.0,16.9,,0,0,2,,,,,
596,Dugdale,DG,young,0,P,e,1,1,1,14.0,22.8,18.3,0,0,1,3.28,53,0.467,0.307,0.774
597,Dugdale,DG,young,0,P,e,1,1,1,15.0,26.8,28.5,0,0,1,3.01,95,0.985,0.515,1.5
598,Dugdale,DG,young,0,A,e,1,0,0,4.0,,31.6,2,,,2.17,82,0.97,0.528,1.498
599,Dugdale,DG,young,0,D,n,1,1,1,10.0,28.5,,1,3,2,,,,,
600,Dugdale,DG,young,5,S,n,1,1,1,7.0,12.9,31.2,1,1,1,3.16,3,0.848,0.067,0.915
601,Dugdale,DG,young,5,R,n,1,0,0,20.0,,13.1,5,,,1.88,5,0.146,0.127,0.273
602,Dugdale,DG,young,5,S,n,1,1,1,4.5,14.4,,2,0,1,,,,,
603,Dugdale,DG,young,5,D,n,0,0,0,14.5,,14.8,,,,1.86,7,0.163,0.142,0.305
604,Dugdale,DG,young,5,R,n,1,1,1,18.0,30.4,,2,1,1,,,,,
605,Dugdale,DG,young,5,D,n,0,0,0,7.0,,31.5,,,,2.71,3,0.617,0.288,0.905
606,Dugdale,DG,young,5,A,e,1,1,1,11.0,18.3,,1,3,,,,,,
607,Dugdale,DG,young,5,H,e,1,1,1,16.0,18.7,,0,1,0,,,,,
608,Dugdale,DG,young,5,A,e,0,0,0,4.5,,13.8,,,,3.05,34,0.343,0.134,0.477
609,Dugdale,DG,young,5,P,e,1,1,1,9.0,36.0,,0,1,0,,,,,
610,Dugdale,DG,young,5,H,e,1,1,1,13.0,30.3,25.3,0,1,1,3.57,105,0.851,0.379,1.23
611,Dugdale,DG,young,5,P,e,1,1,1,14.0,28.8,30.2,1,1,0,4.54,89,1.363,0.887,2.25
612,Dugdale,DG,young,5,H,e,1,1,1,10.0,21.3,43.4,0,0,1,3.15,168,2.175,0.961,3.136
613,Dugdale,DG,young,5,R,n,1,1,1,19.5,20.5,21.4,2,1,3,3.40,54,0.619,0.389,1.008
614,Dugdale,DG,young,5,P,e,1,1,1,15.0,21.6,20.4,1,1,1,2.45,2,0.226,0.096,0.322
615,Dugdale,DG,young,5,A,e,0,0,0,6.0,,23.1,,,,3.68,62,0.842,0.329,1.171
616,Dugdale,DG,young,5,S,n,1,1,1,10.5,7.7,,0,2,1,,,,,
617,Dugdale,DG,young,5,D,n,1,0,0,10.0,,7.4,0,,,2.93,13,0.133,0.084,0.217
618,Dugdale,DG,young,5,S,n,1,1,1,7.5,17.2,,0,1,0,,,,,
619,Dugdale,DG,young,5,P,e,1,1,1,14.5,71.5,19.0,1,0,1,2.62,13,0.424,0.422,0.846
620,Dugdale,DG,young,5,H,e,1,1,1,15.0,26.3,66.5,0,0,1,3.68,226,2.743,0.805,3.548
621,Dugdale,DG,young,5,D,n,1,1,1,5.0,4.3,24.8,1,1,2,4.18,48,0.757,0.365,1.122
622,Dugdale,DG,young,5,A,e,1,0,0,4.0,,11.2,0,,,1.16,4,0.074,0.023,0.097
623,Dugdale,DG,young,5,R,n,1,1,1,17.0,15.2,,3,3,2,,,,,
624,Dugdale,DG,young,10,R,n,1,1,1,19.5,34.9,15.7,1,2,3,3.02,2,0.245,0.074,0.319
625,Dugdale,DG,young,10,S,n,1,1,1,4.5,18.7,35.1,1,1,2,2.90,5,0.836,0.207,1.043
626,Dugdale,DG,young,10,S,n,1,1,1,11.0,31.9,18.2,1,0,1,1.91,10,0.217,0.167,0.384
627,Dugdale,DG,young,10,D,n,1,1,1,7.0,17.4,33.5,0,,,3.74,21,0.956,0.67,1.626
628,Dugdale,DG,young,10,D,n,1,1,1,8.5,22.5,,1,1,2,,,,,
629,Dugdale,DG,young,10,R,n,1,1,1,15.5,24.6,22.0,3,2,3,1.91,3,0.357,0.054,0.411
630,Dugdale,DG,young,10,P,e,1,1,1,15.0,34.6,22.0,1,0,1,2.28,3,0.418,0.198,0.616
631,Dugdale,DG,young,10,P,e,1,1,1,16.0,63.4,37.2,1,0,1,3.68,68,0.923,0.324,1.247
632,Dugdale,DG,young,10,A,e,0,0,0,8.0,,85.3,,,,4.70,154,3.391,1.123,4.514
633,Dugdale,DG,young,10,H,e,1,1,1,11.0,20.0,,0,0,1,,,,,
634,Dugdale,DG,young,10,A,e,1,1,1,9.5,56.6,18.2,1,1,1,2.11,24,0.217,0.197,0.414
635,Dugdale,DG,young,10,H,e,1,1,1,13.0,24.9,56.0,1,2,1,3.44,32,1.991,0.545,2.536
636,Dugdale,DG,young,10,P,e,1,1,1,7.0,12.4,24.3,1,1,1,2.18,12,0.414,0.167,0.581
637,Dugdale,DG,young,10,S,n,1,1,1,14.5,31.5,13.2,0,0,2,2.25,51,0.281,0.181,0.462
638,Dugdale,DG,young,10,H,e,1,1,1,13.0,17.5,34.0,0,0,1,2.84,14,0.673,0.323,0.996
639,Dugdale,DG,young,10,A,e,1,1,1,10.0,39.0,16.3,,1,,1.99,21,0.251,0.182,0.433
640,Dugdale,DG,young,10,R,n,1,1,1,16.5,42.7,,2,2,1,,,,,
641,Dugdale,DG,young,10,P,e,1,1,1,12.5,52.8,45.1,1,0,0,5.06,5,1.407,0.707,2.114
642,Dugdale,DG,young,10,H,e,1,1,1,8.0,12.7,74.7,0,0,2,4.15,109,2.804,0.928,3.732
643,Dugdale,DG,young,10,A,e,0,0,0,5.0,,13.0,,,,2.81,11,0.206,0.108,0.314
644,Dugdale,DG,young,10,D,n,1,1,1,9.5,25.8,,2,0,1,,,,,
645,Dugdale,DG,young,10,R,n,1,1,1,18.5,30.4,25.8,2,1,2,2.47,6,0.603,0.439,1.042
646,Dugdale,DG,young,10,S,n,1,1,1,9.5,24.5,30.5,1,0,2,2.33,5,0.43,0.286,0.716
647,Dugdale,DG,young,10,D,n,1,1,1,4.5,27.8,24.4,0,1,2,2.28,17,0.358,0.249,0.607
648,Dugdale,DG,young,20,D,n,1,1,1,5.5,22.2,25.7,5,0,0,1.70,0,0.36,0,0.36
649,Dugdale,DG,young,20,S,n,1,1,1,5.0,19.2,7.0,1,1,1,2.14,2,0.134,0.003,0.137
650,Dugdale,DG,young,20,D,n,1,1,1,7.0,33.7,19.0,2,1,1,2.44,6,0.296,0.129,0.425
651,Dugdale,DG,young,20,R,n,1,1,1,23.5,58.6,36.0,1,1,2,3.87,6,1.602,0.273,1.875
652,Dugdale,DG,young,20,R,n,1,1,1,23.0,35.9,57.7,2,1,1,4.14,7,2.024,0.703,2.727
653,Dugdale,DG,young,20,S,n,1,1,1,9.0,33.2,31.9,1,1,1,3.45,3,1.098,0.345,1.443
654,Dugdale,DG,young,20,P,e,1,1,1,10.0,32.3,32.5,1,0,0,3.21,16,0.901,0.386,1.287
655,Dugdale,DG,young,20,H,e,1,1,1,10.0,26.9,43.5,1,1,0,4.06,98,1.796,0.499,2.295
656,Dugdale,DG,young,20,H,e,1,1,1,12.5,26.0,21.2,0,1,1,2.98,32,0.559,0.088,0.647
657,Dugdale,DG,young,20,A,e,1,0,0,6.0,,25.6,0,,,4.86,33,0.792,0.403,1.195
658,Dugdale,DG,young,20,P,e,1,1,1,13.0,49.8,,0,0,1,,,,,
659,Dugdale,DG,young,20,A,e,1,0,0,7.0,,42.8,1,,,6.00,115,1.739,0.527,2.266
660,Dugdale,DG,young,20,D,n,1,1,1,8.5,7.8,,5,2,3,,,,,
661,Dugdale,DG,young,20,R,n,1,1,1,21.5,30.9,8.0,0,,1,1.96,0,0.102,0,0.102
662,Dugdale,DG,young,20,S,n,1,1,1,4.0,10.7,28.8,1,1,1,2.64,3,0.46,0.18,0.64
663,Dugdale,DG,young,20,A,e,0,0,0,7.0,,9.5,,,,1.85,3,0.075,0.05,0.125
664,Dugdale,DG,young,20,H,e,1,1,1,12.0,12.6,,0,1,1,,,,,
665,Dugdale,DG,young,20,S,n,1,1,1,6.0,24.9,13.3,1,1,1,2.79,33,0.335,0.169,0.504
666,Dugdale,DG,young,20,A,e,1,1,1,8.0,26.9,26.3,0,1,1,3.08,24,0.621,0.454,1.075
667,Dugdale,DG,young,20,D,n,1,1,1,10.0,14.2,28.4,0,0,0,2.53,15,0.51,0.199,0.709
668,Dugdale,DG,young,20,H,e,1,1,1,13.5,27.3,15.3,0,1,1,3.17,4,0.276,0.028,0.304
669,Dugdale,DG,young,20,R,n,1,1,1,18.0,29.2,23.1,1,3,2,3.40,19,0.75,0.236,0.986
670,Dugdale,DG,young,20,P,e,1,1,1,14.0,44.2,28.5,1,0,1,2.74,3,0.525,0.193,0.718
671,Dugdale,DG,young,20,P,e,1,1,1,20.0,42.8,49.7,1,0,0,4.22,111,1.608,0.534,2.142
672,Dugdale,DG,young,40,R,n,1,1,1,16.0,13.1,46.2,1,0,4,3.04,71,1.156,0.399,1.555
673,Dugdale,DG,young,40,S,n,1,1,1,13.0,14.0,11.6,0,0,1,1.16,1,0.069,0.041,0.11
674,Dugdale,DG,young,40,D,n,0,0,0,17.0,,12.2,,,,1.97,5,0.145,0.127,0.272
675,Dugdale,DG,young,40,R,n,1,1,1,23.0,20.9,,1,1,3,,,,,
676,Dugdale,DG,young,40,S,n,1,1,1,10.0,11.8,16.8,1,1,0,2.09,2,0.182,0.065,0.247
677,Dugdale,DG,young,40,D,n,0,0,0,13.5,,10.9,,,,1.72,16,0.137,0.126,0.263
678,Dugdale,DG,young,40,H,e,1,1,1,10.5,15.9,,4,0,0,,,,,
679,Dugdale,DG,young,40,P,e,1,1,1,10.5,23.1,16.6,1,1,0,2.07,26,0.218,0.179,0.397
680,Dugdale,DG,young,40,A,e,1,0,0,12.0,,22.8,5,,,1.73,18,0.216,0.114,0.33
681,Dugdale,DG,young,40,H,e,1,1,1,12.0,20.2,,2,1,1,,,,,
682,Dugdale,DG,young,40,P,e,1,1,1,9.0,24.1,20.3,1,1,0,3.38,46,0.599,0.231,0.83
683,Dugdale,DG,young,40,A,e,0,0,0,10.0,,23.7,,,,1.73,34,0.281,0.21,0.491
684,Dugdale,DG,young,40,S,n,1,1,1,14.0,19.0,,0,1,1,,,,,
685,Dugdale,DG,young,40,D,n,1,0,0,7.5,,19.0,5,,,2.16,14,0.251,0.161,0.412
686,Dugdale,DG,young,40,R,n,1,1,1,23.0,25.0,,3,1,2,,,,,
687,Dugdale,DG,young,40,D,n,1,1,1,6.0,9.7,22.3,2,2,2,2.73,1,0.329,0.05,0.379
688,Dugdale,DG,young,40,A,e,1,1,0,16.5,,10.1,2,0,,1.54,1,0.085,0.005,0.09
689,Dugdale,DG,young,40,P,e,1,1,1,8.0,6.0,,1,1,0,,,,,
690,Dugdale,DG,young,40,R,n,1,1,1,19.5,19.0,11.2,2,3,2,2.89,13,0.193,0.062,0.255
691,Dugdale,DG,young,40,P,e,1,1,1,13.5,6.8,19.1,1,0,1,1.97,3,0.218,0.13,0.348
692,Dugdale,DG,young,40,H,e,1,1,1,15.0,11.4,8.4,,0,2,1.85,17,0.078,0.04,0.118
693,Dugdale,DG,young,40,A,e,1,1,1,15.5,5.2,12.5,5,0,,1.46,24,0.164,0.091,0.255
694,Dugdale,DG,young,40,H,e,1,1,1,6.5,9.4,,3,0,2,,,,,
695,Dugdale,DG,young,40,S,n,1,1,1,16.5,9.3,22.8,1,,,1.80,9,0.344,0.038,0.382
696,Dugdale,DG,young,60,R,n,1,1,1,17.5,31.6,,2,1,3,,,,,
697,Dugdale,DG,young,60,S,n,1,1,1,13.5,34.6,31.1,2,1,2,3.01,3,0.615,0.097,0.712
698,Dugdale,DG,young,60,D,n,1,1,1,7.0,19.3,33.9,2,1,2,3.17,20,0.786,0.486,1.272
699,Dugdale,DG,young,60,S,n,0,0,0,17.0,,23.0,,,,2.54,5,0.397,0.129,0.526
700,Dugdale,DG,young,60,D,n,1,0,0,8.5,,,2,,,,,,,
701,Dugdale,DG,young,60,R,n,1,1,1,16.0,33.4,,2,1,4,,,,,
702,Dugdale,DG,young,60,A,e,1,1,1,8.5,51.4,32.8,0,1,1,2.58,0,0.447,0,0.447
703,Dugdale,DG,young,60,A,e,1,1,1,8.5,43.3,67.8,2,1,1,5.12,66,2.784,1.303,4.087
704,Dugdale,DG,young,60,P,e,1,1,1,18.0,33.2,50.4,0,0,0,5.48,73,3.267,1.354,4.621
705,Dugdale,DG,young,60,H,e,1,1,1,10.0,18.3,23.4,0,1,1,2.51,50,0.641,0.197,0.838
706,Dugdale,DG,young,60,H,e,1,1,1,7.0,20.0,16.8,2,2,1,2.21,13,0.278,0.082,0.36
707,Dugdale,DG,young,60,P,e,1,1,1,7.5,40.2,21.8,2,1,2,2.50,21,0.44,0.195,0.635
708,Dugdale,DG,young,60,D,n,1,1,1,9.0,10.0,43.2,3,3,1,7.04,118,1.756,0.649,2.405
709,Dugdale,DG,young,60,R,n,1,1,1,23.0,21.2,10.6,2,1,2,1.88,6,0.157,0.039,0.196
710,Dugdale,DG,young,60,P,e,1,1,1,8.5,34.3,21.3,1,2,1,2.41,5,0.353,0.237,0.59
711,Dugdale,DG,young,60,D,n,0,0,0,9.0,,38.5,,,,3.25,100,0.871,0.404,1.275
712,Dugdale,DG,young,60,P,e,1,1,1,10.5,22.4,,1,1,1,,,,,
713,Dugdale,DG,young,60,H,e,1,1,1,15.0,24.2,43.3,1,1,3,3.48,63,0.927,0.354,1.281
714,Dugdale,DG,young,60,R,n,1,1,1,20.5,23.5,21.4,2,1,3,3.74,14,0.631,0.227,0.858
715,Dugdale,DG,young,60,S,n,1,1,1,11.5,18.1,24.1,0,1,2,2.98,7,0.512,0.27,0.782
716,Dugdale,DG,young,60,A,e,0,0,0,11.0,,17.6,,,,2.84,15,0.402,0.243,0.645
717,Dugdale,DG,young,60,H,e,1,1,1,13.0,22.4,,2,1,1,,,,,
718,Dugdale,DG,young,60,S,n,1,1,1,14.5,35.3,24.5,0,2,2,2.40,24,0.367,0.247,0.614
719,Dugdale,DG,young,60,A,e,1,1,1,8.0,25.0,36.4,1,2,3,3.12,22,0.756,0.467,1.223
720,Dubois,DB,young,0,D,n,1,1,1,7.5,12.3,28.9,1,0,0,2.84,17,0.667,0.172,0.839
721,Dubois,DB,young,0,S,n,1,1,1,9.0,39.8,15.4,1,1,1,3.25,6,0.358,0.103,0.461
722,Dubois,DB,young,0,S,n,1,1,1,8.0,22.4,30.5,2,0,0,3.09,5,0.696,0.227,0.923
723,Dubois,DB,young,0,D,n,1,1,1,5.0,16.8,22.6,1,0,,2.88,4,0.378,0.095,0.473
724,Dubois,DB,young,0,R,n,1,1,1,21.0,43.7,,2,0,1,,,,,
725,Dubois,DB,young,0,R,n,1,1,1,19.5,42.8,42.5,1,1,2,4.18,8,1.632,0.865,2.497
726,Dubois,DB,young,0,A,e,0,0,0,3.0,,40.2,,,,4.31,8,2.001,0.962,2.963
727,Dubois,DB,young,0,H,e,1,1,1,15.0,29.6,,0,1,1,,,,,
728,Dubois,DB,young,0,A,e,1,0,0,21.5,,28.5,5,,,3.28,20,0.841,0.353,1.194
729,Dubois,DB,young,0,P,e,1,1,1,20.5,60.0,,1,0,0,,,,,
730,Dubois,DB,young,0,P,e,1,1,1,10.0,54.3,63.4,1,1,0,5.25,162,4.075,1.781,5.856
731,Dubois,DB,young,0,H,e,1,1,1,8.0,22.1,65.5,1,1,0,5.65,345,5.168,2.598,7.766
732,Dubois,DB,young,0,D,n,1,0,0,6.5,,23.7,5,,,2.04,18,0.399,0.157,0.556
733,Dubois,DB,young,0,P,e,1,1,1,19.0,54.4,,0,0,1,,,,,
734,Dubois,DB,young,0,R,n,1,1,1,21.5,27.6,57.0,2,1,2,4.63,275,3.445,1.766,5.211
735,Dubois,DB,young,0,P,e,1,1,1,19.0,43.6,25.3,1,1,1,3.56,4,0.698,0.343,1.041
736,Dubois,DB,young,0,A,e,1,1,1,8.5,53.2,50.5,2,1,1,3.91,78,1.923,0.656,2.579
737,Dubois,DB,young,0,R,n,1,1,1,16.0,20.6,68.2,1,1,,5.64,77,4.736,1.943,6.679
738,Dubois,DB,young,0,H,e,1,1,1,9.0,24.8,,0,0,1,,,,,
739,Dubois,DB,young,0,S,n,1,1,1,9.5,33.9,23.5,1,1,1,2.35,54,0.758,0.514,1.272
740,Dubois,DB,young,0,A,e,1,1,1,8.0,30.1,35.3,1,1,1,3.72,5,0.894,0.183,1.077
741,Dubois,DB,young,0,S,n,1,1,1,10.0,45.6,38.2,3,2,3,3.89,46,1.511,0.874,2.385
742,Dubois,DB,young,0,D,n,1,1,1,14.0,11.4,39.7,1,0,1,3.75,2,0.979,0.125,1.104
743,Dubois,DB,young,0,H,e,1,1,1,16.5,40.8,14.8,1,0,1,1.64,2,0.143,0.106,0.249
744,Dubois,DB,young,5,D,n,1,1,1,8.5,9.4,35.0,1,1,1,3.57,61,2.164,0.998,3.162
745,Dubois,DB,young,5,R,n,1,1,1,20.0,37.8,17.4,1,2,1,3.74,9,0.373,0.166,0.539
746,Dubois,DB,young,5,S,n,1,1,1,4.0,,36.1,1,0,0,3.79,5,0.589,0.344,0.933
747,Dubois,DB,young,5,S,n,1,1,1,11.0,33.3,,1,0,1,,,,,
748,Dubois,DB,young,5,D,n,0,0,0,6.5,,32.5,,,,3.08,7,0.705,0.231,0.936
749,Dubois,DB,young,5,R,n,1,1,1,23.5,43.1,,1,1,2,,,,,
750,Dubois,DB,young,5,A,e,1,0,0,6.0,,49.2,5,,,4.99,6,1.908,0.793,2.701
751,Dubois,DB,young,5,P,e,1,1,1,17.0,30.0,,1,1,0,,,,,
752,Dubois,DB,young,5,H,e,1,1,1,10.5,41.9,36.7,1,1,1,3.43,54,1.436,0.45,1.886
753,Dubois,DB,young,5,A,e,1,0,0,5.0,,45.8,2,,,3.42,90,1.69,1.194,2.884
754,Dubois,DB,young,5,H,e,1,1,1,11.5,29.2,,0,0,1,,,,,
755,Dubois,DB,young,5,P,e,1,1,1,12.0,43.8,29.0,0,0,1,5.26,133,2.255,1.259,3.514
756,Dubois,DB,young,5,R,n,1,1,1,18.5,31.1,39.2,0,2,1,3.21,67,1.713,0.52,2.233
757,Dubois,DB,young,5,S,n,1,1,1,15.5,47.3,34.7,0,1,3,4.66,6,1.287,0.375,1.662
