num,site_name,site_code,forest_age,distance,species,status,survival04,survival05,survival06,initial_ht,ht_spring06,final_ht06,herbivory04,herbivory05,herbivory06,diameter06,num_leaves,stem_biomass,leaf_biomass,tot_biomass
1028,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1029,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1030,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1031,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1032,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1033,Headquarters,HQ,mature,5,S,n,1,1,1,7.5,14.8,14.7,2,0,2,2.33,10,0.253,0.101,0.354
1034,Headquarters,HQ,mature,5,D,n,1,1,1,9.0,35.9,40.0,2,3,3,3.23,10,0.86,0.174,1.034
1035,Headquarters,HQ,mature,5,R,n,1,1,1,22.0,30.5,31.9,1,1,2,3.10,7,0.759,0.596,1.355
1036,Headquarters,HQ,mature,5,S,n,1,1,1,7.0,17.9,17.5,3,1,1,2.27,14,0.25,0.216,0.466
1037,Headquarters,HQ,mature,5,D,n,1,1,1,6.0,28.1,31.5,2,3,2,2.97,14,0.811,0.53,1.341
1038,Headquarters,HQ,mature,5,R,n,1,1,1,19.5,33.1,34.3,1,1,3,3.22,12,0.919,0.701,1.62
1039,Headquarters,HQ,mature,5,H,e,1,1,1,13.0,35.2,36.5,0,0,1,3.39,144,1.091,0.929,2.02
1040,Headquarters,HQ,mature,5,A,e,1,0,0,5.0,,,1,,,,,,,
1041,Headquarters,HQ,mature,5,H,e,1,1,1,10.5,16.4,12.7,1,0,0,1.76,28,0.234,0.124,0.358
1042,Headquarters,HQ,mature,5,A,e,1,0,0,3.0,,,1,,,,,,,
1043,Headquarters,HQ,mature,5,P,e,1,1,1,16.0,36.8,29.9,0,0,2,3.21,30,1.036,0.062,1.098
1044,Headquarters,HQ,mature,5,P,e,1,1,1,11.5,37.8,28.7,1,0,0,4.20,66,1.023,0.204,1.227
1045,Headquarters,HQ,mature,5,A,e,1,1,0,5.5,,,0,0,,,,,,
1046,Headquarters,HQ,mature,5,R,n,1,1,1,21.0,24.4,23.7,3,1,2,3.23,5,0.549,0.218,0.767
1047,Headquarters,HQ,mature,5,R,n,1,1,1,18.5,26.5,26.7,2,2,2,3.65,11,0.63,0.542,1.172
1048,Headquarters,HQ,mature,5,P,e,1,1,1,16.5,30.8,21.2,1,1,0,2.72,43,0.589,0.097,0.686
1049,Headquarters,HQ,mature,5,D,n,1,1,1,6.0,19.4,18.8,1,0,1,2.52,11,0.382,0.253,0.635
1050,Headquarters,HQ,mature,5,S,n,1,0,0,5.0,,,0,,,,,,,
1051,Headquarters,HQ,mature,5,A,e,1,0,0,4.0,,,0,,,,,,,
1052,Headquarters,HQ,mature,5,P,e,1,1,1,14.5,26.1,31.7,1,1,1,2.99,39,0.967,0.151,1.118
1053,Headquarters,HQ,mature,5,H,e,1,1,1,6.5,18.8,21.4,0,1,0,4.36,68,0.414,0.263,0.677
1054,Headquarters,HQ,mature,5,D,n,1,1,1,8.0,29.1,25.9,1,1,3,2.46,1,0.532,0.047,0.579
1055,Headquarters,HQ,mature,5,H,e,1,1,1,11.5,18.5,18.2,0,1,0,2.63,61,0.634,0.376,1.01
1056,Headquarters,HQ,mature,5,S,n,1,0,0,5.0,,,1,,,,,,,
1057,Headquarters,HQ,mature,10,R,n,1,1,1,18.5,27.8,27.1,2,0,3,2.54,4,0.441,0.105,0.546
1058,Headquarters,HQ,mature,10,D,n,1,1,0,5.5,,,2,4,,,,,,
1059,Headquarters,HQ,mature,10,S,n,1,1,1,5.0,16.9,16.0,1,1,1,2.05,10,0.201,0.23,0.431
1060,Headquarters,HQ,mature,10,R,n,1,1,1,21.0,35.5,33.5,2,3,4,2.80,0,0.451,0,0.451
1061,Headquarters,HQ,mature,10,D,n,1,1,0,8.5,,,3,4,,,,,,
1062,Headquarters,HQ,mature,10,S,n,1,1,1,12.0,17.4,17.7,3,1,2,2.40,15,0.31,0.215,0.525
1063,Headquarters,HQ,mature,10,P,e,1,1,1,13.0,17.8,13.7,0,1,1,2.61,30,0.461,0.111,0.572
1064,Headquarters,HQ,mature,10,A,e,1,0,0,5.5,,,1,,,,,,,
1065,Headquarters,HQ,mature,10,H,e,1,1,1,15.5,19.6,22.5,1,0,1,2.88,100,0.858,0.253,1.111
1066,Headquarters,HQ,mature,10,P,e,1,1,1,13.0,26.6,18.2,0,1,1,2.72,35,0.596,0.115,0.711
1067,Headquarters,HQ,mature,10,A,e,1,0,0,6.0,,,0,,,,,,,
1068,Headquarters,HQ,mature,10,H,e,1,1,1,13.0,30.2,29.5,1,0,1,3.08,76,0.817,0.571,1.388
1069,Headquarters,HQ,mature,10,H,e,1,1,1,7.5,27.5,27.5,0,1,1,2.90,85,0.972,0.576,1.548
1070,Headquarters,HQ,mature,10,H,e,1,1,1,17.5,21.4,16.2,0,0,2,3.33,32,0.522,0.132,0.654
1071,Headquarters,HQ,mature,10,P,e,1,1,1,11.0,17.6,21.3,1,0,1,3.62,66,0.641,0.188,0.829
1072,Headquarters,HQ,mature,10,A,e,1,0,0,4.5,,,1,,,,,,,
1073,Headquarters,HQ,mature,10,D,n,1,1,1,8.5,18.5,19.4,1,2,2,1.74,6,0.208,0.043,0.251
1074,Headquarters,HQ,mature,10,S,n,1,1,1,14.5,17.5,17.3,1,2,1,2.38,5,0.245,0.192,0.437
1075,Headquarters,HQ,mature,10,P,e,1,1,1,16.0,27.9,27.5,1,0,0,2.63,112,0.764,0.339,1.103
1076,Headquarters,HQ,mature,10,A,e,1,1,0,2.5,,,2,2,,,,,,
1077,Headquarters,HQ,mature,10,R,n,1,1,1,18.5,18.3,19.7,1,1,2,2.58,9,0.361,0.26,0.621
1078,Headquarters,HQ,mature,10,R,n,1,1,1,15.5,18.4,19.7,3,1,2,2.60,12,0.406,0.681,1.087
1079,Headquarters,HQ,mature,10,D,n,1,1,1,8.0,18.3,19.0,3,2,2,1.94,9,0.266,0.149,0.415
1080,Headquarters,HQ,mature,10,S,n,1,1,1,8.0,19.0,19.5,1,2,3,2.32,4,0.277,0.161,0.438
1081,Headquarters,HQ,mature,20,D,n,0,0,0,8.5,,,,,,,,,,
1082,Headquarters,HQ,mature,20,S,n,0,0,0,4.0,,,,,,,,,,
1083,Headquarters,HQ,mature,20,D,n,0,0,0,7.0,,,,,,,,,,
1084,Headquarters,HQ,mature,20,R,n,1,1,1,20.5,27.7,27.0,1,1,2,3.60,12,0.827,0.422,1.249
1085,Headquarters,HQ,mature,20,S,n,1,1,1,7.0,17.9,17.6,3,1,1,2.97,14,0.348,0.392,0.74
1086,Headquarters,HQ,mature,20,R,n,1,1,1,17.0,38.7,37.8,0,1,2,2.89,17,0.806,1.007,1.813
1087,Headquarters,HQ,mature,20,P,e,1,0,0,17.0,,,1,,,,,,,
1088,Headquarters,HQ,mature,20,H,e,1,1,1,12.0,15.3,19.5,0,0,1,2.65,6,0.123,0.052,0.175
1089,Headquarters,HQ,mature,20,A,e,1,0,0,5.5,,,0,,,,,,,
1090,Headquarters,HQ,mature,20,P,e,1,1,1,12.0,12.6,16.2,0,0,1,1.71,27,0.218,0.125,0.343
1091,Headquarters,HQ,mature,20,H,e,1,1,1,9.5,7.8,8.6,0,0,2,3.55,11,0.314,0.045,0.359
1092,Headquarters,HQ,mature,20,A,e,0,0,0,4.5,,,,,,,,,,
1093,Headquarters,HQ,mature,20,D,n,1,0,0,15.5,,,0,,,,,,,
1094,Headquarters,HQ,mature,20,R,n,1,1,1,15.0,25.8,29.6,1,2,1,4.17,9,0.853,0.479,1.332
1095,Headquarters,HQ,mature,20,A,e,1,1,1,6.5,24.9,26.0,1,1,0,2.09,24,0.299,0.217,0.516
1096,Headquarters,HQ,mature,20,S,n,1,1,1,16.0,22.2,24.5,1,1,1,2.87,19,0.543,0.51,1.053
1097,Headquarters,HQ,mature,20,P,e,1,1,1,13.0,31.1,24.7,1,1,1,3.75,50,0.844,0.152,0.996
1098,Headquarters,HQ,mature,20,H,e,1,1,1,15.5,19.6,19.3,0,0,0,2.16,79,0.762,0.326,1.088
1099,Headquarters,HQ,mature,20,P,e,1,0,0,17.0,,,1,,,,,,,
1100,Headquarters,HQ,mature,20,D,n,1,1,1,7.0,15.3,19.1,1,1,2,2.26,9,0.362,0.22,0.582
1101,Headquarters,HQ,mature,20,S,n,1,1,1,9.0,19.0,18.9,1,1,2,2.87,10,0.367,0.304,0.671
1102,Headquarters,HQ,mature,20,H,e,1,1,1,12.0,17.2,15.8,1,0,1,3.44,41,0.585,0.15,0.735
1103,Headquarters,HQ,mature,20,R,n,1,0,0,18.5,,,3,,,,,,,
1104,Headquarters,HQ,mature,20,A,e,1,1,1,11.5,26.6,47.8,0,1,1,2.69,45,0.986,0.591,1.577
1105,Headquarters,HQ,mature,40,S,n,1,1,1,8.5,14.2,13.8,2,0,1,1.80,10,0.137,0.143,0.28
1106,Headquarters,HQ,mature,40,R,n,1,0,0,15.0,,,1,,,,,,,
1107,Headquarters,HQ,mature,40,S,n,1,1,1,6.0,9.3,8.1,0,3,0,1.29,4,0.058,0.042,0.1
1108,Headquarters,HQ,mature,40,R,n,1,1,1,18.0,20.3,18.8,1,1,1,1.84,3,0.212,0.126,0.338
1109,Headquarters,HQ,mature,40,D,n,0,0,0,18.0,,,,,,,,,,
1110,Headquarters,HQ,mature,40,D,n,1,0,0,18.5,,,5,,,,,,,
1111,Headquarters,HQ,mature,40,P,e,1,0,0,6.0,,,0,,,,,,,
1112,Headquarters,HQ,mature,40,H,e,1,1,1,12.0,10.4,10.8,1,1,1,1.78,13,0.144,0.069,0.213
1113,Headquarters,HQ,mature,40,H,e,1,1,1,11.5,11.8,15.0,0,1,0,1.88,19,0.159,0.076,0.235
1114,Headquarters,HQ,mature,40,P,e,0,0,0,16.0,,,,,,,,,,
1115,Headquarters,HQ,mature,40,A,e,1,0,0,8.0,,,0,,,,,,,
1116,Headquarters,HQ,mature,40,A,e,0,0,0,14.5,,,,,,,,,,
1117,Headquarters,HQ,mature,40,S,n,1,1,1,8.0,18.3,17.2,1,0,1,1.96,14,0.195,0.098,0.293
1118,Headquarters,HQ,mature,40,P,e,1,1,1,17.5,16.7,13.9,1,1,1,1.73,19,0.19,0.009,0.199
1119,Headquarters,HQ,mature,40,S,n,1,1,1,10.0,17.4,16.8,1,0,1,2.61,16,0.301,0.358,0.659
1120,Headquarters,HQ,mature,40,P,e,1,1,1,17.0,23.8,26.3,0,0,1,3.36,63,0.885,0.17,1.055
1121,Headquarters,HQ,mature,40,H,e,1,1,1,14.0,26.0,27.1,0,0,0,3.81,38,0.713,0.413,1.126
1122,Headquarters,HQ,mature,40,A,e,0,0,0,9.5,,,,,,,,,,
1123,Headquarters,HQ,mature,40,R,n,1,1,1,21.0,27.2,27.2,2,2,2,3.06,4,0.467,0.108,0.575
1124,Headquarters,HQ,mature,40,A,e,1,0,0,4.0,,,0,,,,,,,
1125,Headquarters,HQ,mature,40,H,e,1,1,1,8.5,8.8,9.1,1,1,1,1.30,29,0.211,0.075,0.286
1126,Headquarters,HQ,mature,40,D,n,0,0,0,17.0,,,,,,,,,,
1127,Headquarters,HQ,mature,40,R,n,1,1,1,17.0,14.0,15.2,1,1,2,2.44,2,0.27,0.058,0.328
1128,Headquarters,HQ,mature,40,D,n,0,0,0,19.5,,,,,,,,,,
1129,Headquarters,HQ,mature,60,S,n,1,1,1,10.5,7.1,8.6,5,3,2,1.48,3,0.061,0.016,0.077
1130,Headquarters,HQ,mature,60,D,n,0,0,0,9.5,,,,,,,,,,
1131,Headquarters,HQ,mature,60,R,n,1,0,0,23.0,,,5,,,,,,,
1132,Headquarters,HQ,mature,60,S,n,1,0,0,3.5,,,0,,,,,,,
1133,Headquarters,HQ,mature,60,D,n,1,0,0,8.0,,,5,,,,,,,
1134,Headquarters,HQ,mature,60,R,n,1,0,0,6.5,,,3,,,,,,,
1135,Headquarters,HQ,mature,60,A,e,1,0,0,7.0,,,0,,,,,,,
1136,Headquarters,HQ,mature,60,P,e,1,1,1,7.0,14.8,15.5,1,0,0,1.91,30,0.144,0.095,0.239
1137,Headquarters,HQ,mature,60,P,e,1,0,0,13.5,,,0,,,,,,,
1138,Headquarters,HQ,mature,60,H,e,1,1,1,17.0,12.8,12.7,1,0,1,1.83,11,0.165,0.058,0.223
1139,Headquarters,HQ,mature,60,A,e,1,0,0,11.0,,,2,,,,,,,
1140,Headquarters,HQ,mature,60,H,e,1,1,,9.0,,,0,0,,,,,,
1141,Headquarters,HQ,mature,60,H,e,1,1,1,13.0,24.9,25.0,0,1,1,3.19,73,0.561,0.447,1.008
1142,Headquarters,HQ,mature,60,D,n,0,0,0,14.5,,,,,,,,,,
1143,Headquarters,HQ,mature,60,R,n,1,1,1,19.5,31.0,31.7,1,1,3,3.26,10,0.564,0.488,1.052
1144,Headquarters,HQ,mature,60,R,n,1,1,1,20.5,30.2,,2,1,2,,,,,
1145,Headquarters,HQ,mature,60,H,e,1,1,1,8.5,19.2,18.4,1,0,0,2.46,16,0.221,0.194,0.415
1146,Headquarters,HQ,mature,60,S,n,1,1,1,14.0,25.3,25.2,0,0,1,2.55,14,0.454,0.335,0.789
1147,Headquarters,HQ,mature,60,P,e,1,1,1,17.0,24.7,19.6,0,0,0,2.81,40,0.495,0.168,0.663
1148,Headquarters,HQ,mature,60,A,e,1,1,1,6.0,6.1,,0,0,,,,,,
1149,Headquarters,HQ,mature,60,A,e,1,0,0,4.0,,30.9,1,,,3.86,14,0.693,0.528,1.221
1150,Headquarters,HQ,mature,60,P,e,1,1,1,14.5,20.5,26.1,0,0,1,3.00,58,0.546,0.188,0.734
1151,Headquarters,HQ,mature,60,S,n,1,1,1,7.0,15.3,15.0,0,1,2,2.24,6,0.173,0.096,0.269
1152,Headquarters,HQ,mature,60,D,n,0,0,0,8.0,,,,,,,,,,
1153,Duckworth Rd,DU,mature,0,S,n,1,1,1,8.5,13.8,15.1,0,1,0,1.76,9,0.15,0.122,0.272
1154,Duckworth Rd,DU,mature,0,R,n,1,1,1,17.0,20.5,22.7,1,3,1,2.26,5,0.291,0.117,0.408
1155,Duckworth Rd,DU,mature,0,R,n,1,1,1,16.0,11.7,,2,3,,,,,,
1156,Duckworth Rd,DU,mature,0,D,n,1,1,1,6.0,11.3,13.8,0,0,1,1.18,2,0.085,0.042,0.127
1157,Duckworth Rd,DU,mature,0,D,n,0,0,0,15.5,,,,,,,,,,
1158,Duckworth Rd,DU,mature,0,S,n,1,1,1,8.0,13.2,13.7,0,0,0,1.53,5,0.097,0.092,0.189
1159,Duckworth Rd,DU,mature,0,H,e,1,1,1,8.5,6.2,10.5,0,1,0,1.91,12,0.147,0.032,0.179
1160,Duckworth Rd,DU,mature,0,P,e,1,1,1,9.5,6.1,9.3,2,0,0,1.64,10,0.146,0.051,0.197
1161,Duckworth Rd,DU,mature,0,P,e,1,1,1,10.0,4.8,7.7,3,0,0,2.09,10,0.07,0.033,0.103
1162,Duckworth Rd,DU,mature,0,A,e,1,1,1,13.0,27.4,30.0,1,1,0,2.51,23,0.52,0.251,0.771
1163,Duckworth Rd,DU,mature,0,A,e,1,1,1,11.5,22.6,24.7,0,1,0,2.96,26,0.616,0.361,0.977
1164,Duckworth Rd,DU,mature,0,H,e,1,1,1,15.0,16.4,16.7,1,1,0,2.84,61,0.4,0.141,0.541
1165,Duckworth Rd,DU,mature,0,P,e,1,1,1,11.0,22.1,22.4,0,0,0,2.86,38,0.398,0.224,0.622
1166,Duckworth Rd,DU,mature,0,D,n,0,0,0,14.0,,,,,,,,,,
1167,Duckworth Rd,DU,mature,0,P,e,1,1,1,14.0,20.5,20.2,1,0,0,2.63,56,0.416,0.232,0.648
1168,Duckworth Rd,DU,mature,0,S,n,1,1,1,6.5,14.2,14.3,0,2,0,1.63,7,0.112,0.12,0.232
1169,Duckworth Rd,DU,mature,0,A,e,1,1,1,11.0,24.3,25.2,1,0,0,2.49,38,0.59,0.393,0.983
1170,Duckworth Rd,DU,mature,0,R,n,1,1,0,14.5,,,2,3,,,,,,
1171,Duckworth Rd,DU,mature,0,H,e,1,1,1,5.0,13.8,14.4,1,0,0,1.47,25,0.172,0.134,0.306
1172,Duckworth Rd,DU,mature,0,D,n,1,1,1,5.0,17.8,,1,1,,,,,,
1173,Duckworth Rd,DU,mature,0,H,e,1,1,1,16.0,27.0,29.1,0,1,0,4.05,112,0.745,0.664,1.409
1174,Duckworth Rd,DU,mature,0,S,n,1,1,1,8.0,15.1,16.3,0,0,0,2.06,5,0.169,0.142,0.311
1175,Duckworth Rd,DU,mature,0,R,n,1,1,0,13.0,,,0,2,,,,,,
1176,Duckworth Rd,DU,mature,0,A,e,1,1,1,10.5,20.9,22.5,2,1,1,1.60,16,0.322,0.203,0.525
1177,Duckworth Rd,DU,mature,5,R,n,1,1,1,15.5,22.5,24.1,2,3,2,2.75,5,0.401,0.274,0.675
1178,Duckworth Rd,DU,mature,5,R,n,1,1,1,19.5,26.5,30.2,1,3,3,2.76,3,0.545,0.121,0.666
1179,Duckworth Rd,DU,mature,5,D,n,1,0,0,13.5,,,1,,,,,,,
1180,Duckworth Rd,DU,mature,5,D,n,1,0,0,5.0,,,1,,,,,,,
1181,Duckworth Rd,DU,mature,5,S,n,1,1,1,3.5,11.7,12.5,0,0,1,1.72,6,0.121,0.134,0.255
1182,Duckworth Rd,DU,mature,5,S,n,1,1,1,11.5,27.8,25.2,0,1,0,2.81,15,0.426,0.262,0.688
1183,Duckworth Rd,DU,mature,5,P,e,1,1,1,6.0,18.9,20.5,1,0,0,2.24,44,0.36,0.178,0.538
1184,Duckworth Rd,DU,mature,5,H,e,1,1,1,10.5,17.9,15.7,1,1,0,2.82,13,0.338,0.148,0.486
1185,Duckworth Rd,DU,mature,5,H,e,1,1,1,12.0,18.0,15.8,0,1,1,2.16,51,0.305,0.204,0.509
1186,Duckworth Rd,DU,mature,5,P,e,1,1,1,11.0,10.6,10.9,1,0,0,2.39,23,0.206,0.077,0.283
1187,Duckworth Rd,DU,mature,5,A,e,1,1,1,11.0,32.1,31.4,0,1,1,3.27,33,0.66,0.486,1.146
1188,Duckworth Rd,DU,mature,5,A,e,1,1,1,12.0,28.6,29.2,1,1,1,3.34,31,0.731,0.383,1.114
1189,Duckworth Rd,DU,mature,5,H,e,1,1,1,12.5,18.1,20.0,0,0,1,2.71,33,0.434,0.311,0.745
1190,Duckworth Rd,DU,mature,5,S,n,1,1,1,4.0,12.7,11.7,0,0,1,1.88,6,0.112,0.085,0.197
1191,Duckworth Rd,DU,mature,5,S,n,1,1,1,6.5,8.4,8.0,0,1,1,1.59,3,0.09,0.033,0.123
1192,Duckworth Rd,DU,mature,5,R,n,1,1,1,21.5,29.4,27.9,1,4,3,3.76,4,0.557,0.086,0.643
1193,Duckworth Rd,DU,mature,5,D,n,1,1,1,6.5,15.2,18.5,1,1,0,2.16,6,0.297,0.162,0.459
1194,Duckworth Rd,DU,mature,5,H,e,1,1,1,4.0,13.4,10.7,0,1,0,2.07,7,0.132,0.087,0.219
1195,Duckworth Rd,DU,mature,5,A,e,1,1,1,15.0,32.4,34.1,0,1,1,3.08,74,0.756,0.573,1.329
1196,Duckworth Rd,DU,mature,5,R,n,1,1,1,17.5,19.1,21.5,1,2,3,2.55,4,0.283,0.133,0.416
1197,Duckworth Rd,DU,mature,5,D,n,1,0,0,8.0,,,1,,,,,,,
1198,Duckworth Rd,DU,mature,5,P,e,1,1,1,9.5,9.4,9.2,0,0,0,3.28,24,0.274,0.112,0.386
1199,Duckworth Rd,DU,mature,5,A,e,1,1,1,12.5,35.0,35.9,0,1,1,2.73,53,0.797,0.353,1.15
1200,Duckworth Rd,DU,mature,5,P,e,1,1,1,6.0,18.4,18.2,0,0,1,2.15,39,0.248,0.168,0.416
1201,Duckworth Rd,DU,mature,10,R,n,1,1,1,18.5,33.9,34.0,1,2,2,2.73,14,0.687,0.471,1.158
1202,Duckworth Rd,DU,mature,10,R,n,1,1,1,16.0,24.5,24.8,1,3,2,3.18,11,0.549,0.489,1.038
1203,Duckworth Rd,DU,mature,10,D,n,1,1,1,7.0,25.6,24.2,0,2,1,2.98,13,0.708,0.494,1.202
1204,Duckworth Rd,DU,mature,10,S,n,1,1,1,7.5,16.4,16.9,0,1,1,2.30,7,0.298,0.191,0.489
1205,Duckworth Rd,DU,mature,10,D,n,1,1,1,7.0,25.5,27.4,1,2,2,3.13,13,0.98,0.566,1.546
1206,Duckworth Rd,DU,mature,10,S,n,1,1,0,13.0,,,2,1,,,,,,
1207,Duckworth Rd,DU,mature,10,A,e,1,1,1,9.5,34.5,35.0,1,0,1,3.59,22,0.593,0.296,0.889
1208,Duckworth Rd,DU,mature,10,H,e,1,1,1,13.0,21.0,22.6,0,1,1,2.92,27,0.488,0.266,0.754
1209,Duckworth Rd,DU,mature,10,P,e,1,1,1,8.5,19.1,17.0,1,1,0,4.51,34,0.304,0.158,0.462
1210,Duckworth Rd,DU,mature,10,H,e,1,1,1,10.0,,13.0,,,1,1.92,20,0.199,0.146,0.345
1211,Duckworth Rd,DU,mature,10,P,e,1,1,1,5.5,4.9,,0,0,,,,,,
1212,Duckworth Rd,DU,mature,10,A,e,1,1,1,9.5,16.3,18.1,0,1,0,1.82,31,0.359,0.245,0.604
1213,Duckworth Rd,DU,mature,10,H,e,1,1,1,12.5,11.3,34.4,1,1,1,2.81,45,0.686,0.369,1.055
1214,Duckworth Rd,DU,mature,10,A,e,1,1,1,7.5,33.6,12.8,1,1,1,2.36,19,0.212,0.054,0.266
1215,Duckworth Rd,DU,mature,10,R,n,1,1,1,14.0,24.5,21.3,1,2,1,4.03,5,0.427,0.151,0.578
1216,Duckworth Rd,DU,mature,10,A,e,1,1,1,10.5,41.3,41.2,0,1,1,5.84,53,1.019,0.624,1.643
1217,Duckworth Rd,DU,mature,10,H,e,1,1,1,9.5,20.3,23.6,2,1,1,3.04,59,0.794,0.371,1.165
1218,Duckworth Rd,DU,mature,10,D,n,1,1,1,7.5,21.4,22.0,1,2,1,2.11,12,0.413,0.284,0.697
1219,Duckworth Rd,DU,mature,10,D,n,1,1,1,5.5,26.4,27.9,0,1,1,3.75,14,0.979,0.796,1.775
1220,Duckworth Rd,DU,mature,10,P,e,1,1,1,9.0,44.4,42.7,1,2,0,6.41,128,1.419,0.768,2.187
1221,Duckworth Rd,DU,mature,10,S,n,1,0,0,8.0,,,0,,,,,,,
1222,Duckworth Rd,DU,mature,10,S,n,1,1,1,4.0,14.1,14.9,0,1,2,2.32,5,0.187,0.133,0.32
1223,Duckworth Rd,DU,mature,10,R,n,1,1,1,18.5,29.1,30.7,1,2,2,3.15,6,0.511,0.241,0.752
1224,Duckworth Rd,DU,mature,10,P,e,1,1,1,17.5,22.8,20.3,1,1,0,1.91,91,0.287,0.297,0.584
1225,Duckworth Rd,DU,mature,20,D,n,1,1,1,4.0,18.9,19.4,0,1,1,2.35,12,0.376,0.367,0.743
1226,Duckworth Rd,DU,mature,20,R,n,1,1,1,15.5,18.6,20.2,1,1,0,2.47,3,0.243,0.06,0.303
1227,Duckworth Rd,DU,mature,20,S,n,1,1,1,5.0,7.4,7.8,1,1,0,0.91,9,0.036,0.065,0.101
1228,Duckworth Rd,DU,mature,20,D,n,1,1,1,5.5,18.1,18.4,1,1,3,2.47,1,0.279,0.054,0.333
1229,Duckworth Rd,DU,mature,20,R,n,1,1,1,19.5,17.4,17.5,1,2,4,1.72,3,0.172,0.084,0.256
1230,Duckworth Rd,DU,mature,20,S,n,1,1,1,8.5,15.3,13.7,1,1,0,1.80,11,0.181,0.171,0.352
1231,Duckworth Rd,DU,mature,20,A,e,1,1,1,7.5,13.6,15.1,0,2,1,1.20,4,0.066,0.017,0.083
1232,Duckworth Rd,DU,mature,20,P,e,1,1,1,14.0,12.5,12.9,0,1,0,1.54,22,0.12,0.048,0.168
1233,Duckworth Rd,DU,mature,20,A,e,1,1,1,11.0,24.1,24.2,0,1,1,2.88,49,0.695,0.506,1.201
1234,Duckworth Rd,DU,mature,20,P,e,1,1,1,12.5,33.9,35.0,1,0,0,2.56,79,0.703,0.347,1.05
1235,Duckworth Rd,DU,mature,20,H,e,1,1,1,11.0,19.9,19.5,0,1,0,2.47,27,0.319,0.216,0.535
1236,Duckworth Rd,DU,mature,20,H,e,1,1,1,6.5,19.5,20.5,1,1,0,2.44,26,0.282,0.261,0.543
1237,Duckworth Rd,DU,mature,20,D,n,1,1,1,7.0,24.6,27.4,1,1,1,2.85,11,0.849,0.406,1.255
1238,Duckworth Rd,DU,mature,20,S,n,1,1,1,7.0,16.2,17.9,1,0,1,1.73,4,0.208,0.092,0.3
1239,Duckworth Rd,DU,mature,20,P,e,1,1,1,9.5,18.0,20.0,0,1,0,2.14,36,0.258,0.139,0.397
1240,Duckworth Rd,DU,mature,20,H,e,1,1,1,11.5,18.0,17.7,0,0,1,3.05,59,0.409,0.244,0.653
1241,Duckworth Rd,DU,mature,20,R,n,1,1,1,17.0,27.1,25.8,3,1,1,2.49,6,0.375,0.2,0.575
1242,Duckworth Rd,DU,mature,20,A,e,1,1,1,7.5,16.3,19.0,0,1,0,1.67,16,0.205,0.079,0.284
1243,Duckworth Rd,DU,mature,20,A,e,1,1,1,13.0,39.7,40.7,1,2,1,2.57,35,0.753,0.395,1.148
1244,Duckworth Rd,DU,mature,20,H,e,1,1,1,4.0,11.3,,0,0,,,,,,
1245,Duckworth Rd,DU,mature,20,R,n,1,1,1,13.5,18.9,23.4,3,1,1,3.30,3,0.359,0.094,0.453
1246,Duckworth Rd,DU,mature,20,S,n,1,1,1,8.0,18.1,19.1,2,1,1,2.38,9,0.263,0.129,0.392
1247,Duckworth Rd,DU,mature,20,P,e,1,1,1,12.5,41.4,41.1,1,1,2,2.87,12,0.642,0.086,0.728
1248,Duckworth Rd,DU,mature,20,D,n,1,1,1,7.5,24.2,23.9,1,4,3,2.78,12,0.533,0.2,0.733
1249,Duckworth Rd,DU,mature,40,S,n,1,1,1,13.5,23.5,24.9,1,1,1,2.50,15,0.461,0.372,0.833
1250,Duckworth Rd,DU,mature,40,R,n,1,0,0,20.0,,,0,,,,,,,
1251,Duckworth Rd,DU,mature,40,D,n,1,1,1,5.5,22.5,24.1,0,1,1,3.24,11,0.601,0.372,0.973
1252,Duckworth Rd,DU,mature,40,D,n,1,1,1,8.0,25.2,30.6,1,2,3,4.03,7,1.227,0.229,1.456
1253,Duckworth Rd,DU,mature,40,S,n,1,1,1,5.5,16.5,16.7,1,0,1,1.79,8,0.16,0.138,0.298
1254,Duckworth Rd,DU,mature,40,R,n,1,1,1,16.0,22.9,27.9,0,2,1,3.72,5,0.52,0.213,0.733
1255,Duckworth Rd,DU,mature,40,P,e,1,1,1,11.0,29.8,28.6,0,0,0,2.69,59,0.623,0.34,0.963
1256,Duckworth Rd,DU,mature,40,H,e,1,1,1,4.5,19.5,19.2,1,1,0,1.54,22,0.223,0.203,0.426
1257,Duckworth Rd,DU,mature,40,A,e,1,1,1,9.0,20.7,30.1,0,0,1,2.16,34,0.483,0.27,0.753
1258,Duckworth Rd,DU,mature,40,H,e,1,1,1,11.0,20.6,20.9,0,0,1,3.24,23,0.526,0.266,0.792
1259,Duckworth Rd,DU,mature,40,P,e,1,1,1,11.5,20.0,19.5,1,1,0,3.04,41,0.467,0.133,0.6
1260,Duckworth Rd,DU,mature,40,A,e,1,0,0,9.0,,,0,,,,,,,
1261,Duckworth Rd,DU,mature,40,R,n,1,1,1,11.5,19.4,20.4,1,3,1,3.93,11,0.421,0.327,0.748
1262,Duckworth Rd,DU,mature,40,S,n,1,1,1,6.5,12.8,20.7,0,1,0,1.21,7,0.104,0.098,0.202
